NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN	GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN	Details ...	43	-0.60745907	-2.4010906	0.0	0.0	0.0	124	tags=30%, list=7%, signal=32%	
KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_UP	KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_UP	Details ...	70	-0.59310293	-2.3054094	0.0	0.006330214	0.02	230	tags=41%, list=13%, signal=46%	
GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN	GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN	Details ...	68	-0.55990714	-2.2942836	0.0	0.0042201425	0.02	179	tags=32%, list=10%, signal=35%	
GSE3920_IFNB_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP	GSE3920_IFNB_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP	Details ...	47	-0.5942832	-2.2520926	0.0	0.004837769	0.03	199	tags=40%, list=11%, signal=44%	
GSE20715_0H_VS_48H_OZONE_LUNG_DN	GSE20715_0H_VS_48H_OZONE_LUNG_DN	Details ...	38	-0.6280409	-2.2395735	0.0	0.0038702153	0.03	231	tags=45%, list=13%, signal=50%	
GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN	GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN	Details ...	45	-0.59669435	-2.2390268	0.0	0.0032251794	0.03	154	tags=38%, list=8%, signal=40%	
GSE42724_NAIVE_VS_B1_BCELL_DN	GSE42724_NAIVE_VS_B1_BCELL_DN	Details ...	20	-0.7059185	-2.1835678	0.0	0.005501285	0.06	145	tags=45%, list=8%, signal=48%	
GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	Details ...	57	-0.55565685	-2.1781797	0.0	0.004813624	0.06	152	tags=40%, list=8%, signal=43%	
GSE369_IFNG_KO_VS_WT_LIVER_DN	GSE369_IFNG_KO_VS_WT_LIVER_DN	Details ...	16	-0.7880699	-2.1607432	0.0	0.005057878	0.07	83	tags=31%, list=5%, signal=32%	
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_DN	GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_DN	Details ...	24	-0.69420505	-2.160346	0.0	0.00455209	0.07	153	tags=46%, list=8%, signal=49%	
