NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE	Details ...	25	-0.5827333	-1.8778259	0.0	0.0	0.0	351	tags=52%, list=19%, signal=63%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	Details ...	18	-0.6473334	-1.7952911	0.0	0.012603686	0.03	302	tags=61%, list=16%, signal=72%	
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY	Details ...	16	-0.5945817	-1.703388	0.0	0.071290925	0.15	303	tags=50%, list=16%, signal=59%	
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	Details ...	30	-0.51099855	-1.6993482	0.0	0.053468198	0.15	347	tags=47%, list=19%, signal=57%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER	Details ...	20	-0.41219547	-1.2897035	0.09803922	0.70377475	0.91	314	tags=30%, list=17%, signal=36%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS	Details ...	16	-0.43443307	-1.1994969	0.27659574	0.85859364	0.97	161	tags=31%, list=9%, signal=34%	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	Details ...	28	-0.33000016	-1.1576551	0.23529412	0.8979959	0.99	163	tags=25%, list=9%, signal=27%	
KEGG_APOPTOSIS	KEGG_APOPTOSIS	Details ...	15	-0.40575945	-1.1381025	0.34545454	0.8565251	1.0	591	tags=60%, list=32%, signal=88%	
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	Details ...	17	-0.39598367	-1.07658	0.3809524	0.9884762	1.0	304	tags=35%, list=17%, signal=42%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	Details ...	28	-0.31045133	-1.0711969	0.32142857	0.91227096	1.0	320	tags=32%, list=17%, signal=38%	
KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY	Details ...	25	-0.33077553	-1.0647126	0.37254903	0.8412816	1.0	490	tags=44%, list=27%, signal=59%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	Details ...	17	-0.37030712	-1.0555545	0.4	0.7892662	1.0	340	tags=35%, list=18%, signal=43%	
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION	Details ...	33	-0.3041622	-1.0481615	0.375	0.75286794	1.0	340	tags=30%, list=18%, signal=37%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Details ...	17	-0.35804597	-1.0393506	0.3962264	0.7198891	1.0	340	tags=41%, list=18%, signal=50%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER	Details ...	20	-0.33561748	-1.0097462	0.46296296	0.73421377	1.0	490	tags=35%, list=27%, signal=47%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM	Details ...	17	-0.35519084	-0.9957301	0.44230768	0.7259876	1.0	499	tags=47%, list=27%, signal=64%	
KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY	Details ...	15	-0.33876857	-0.9750421	0.47272727	0.7262446	1.0	667	tags=47%, list=36%, signal=73%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER	Details ...	56	-0.24919666	-0.9700298	0.5714286	0.6930294	1.0	336	tags=21%, list=18%, signal=25%	
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION	Details ...	17	-0.31411475	-0.9691309	0.48214287	0.65918386	1.0	304	tags=35%, list=17%, signal=42%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	Details ...	17	-0.35778376	-0.92775065	0.6	0.6850922	1.0	336	tags=47%, list=18%, signal=57%	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM		16	-0.3224716	-0.9177437	0.5272727	0.66151977	1.0	9	tags=13%, list=0%, signal=12%	
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER		15	-0.2992932	-0.88972324	0.4883721	0.67578065	1.0	727	tags=47%, list=40%, signal=77%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY		44	-0.23595898	-0.8464803	0.704918	0.7275099	1.0	336	tags=23%, list=18%, signal=27%	
KEGG_RIBOSOME	KEGG_RIBOSOME		29	-0.349626	-0.7656376	0.70454544	0.8210586	1.0	171	tags=28%, list=9%, signal=30%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY		20	-0.24183272	-0.7057382	0.8727273	0.8594076	1.0	591	tags=40%, list=32%, signal=58%	
