NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_UP	GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_UP	Details ...	43	-0.612328	-2.3008819	0.0	0.0	0.0	521	tags=70%, list=28%, signal=95%	
GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_DN	GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_DN	Details ...	25	-0.68084735	-2.2693474	0.0	0.0	0.0	251	tags=44%, list=14%, signal=50%	
GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_DN	GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_DN	Details ...	39	-0.6424711	-2.1908927	0.0	0.00520761	0.01	299	tags=54%, list=16%, signal=63%	
GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_UP	GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_UP	Details ...	31	-0.5925319	-2.1197035	0.0	0.035552714	0.11	420	tags=45%, list=23%, signal=58%	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	Details ...	24	-0.70575947	-2.0660827	0.0	0.057026476	0.19	306	tags=67%, list=17%, signal=79%	
GSE14350_IL2RB_KO_VS_WT_TREG_UP	GSE14350_IL2RB_KO_VS_WT_TREG_UP	Details ...	37	-0.573271	-2.0648122	0.0	0.04976327	0.2	389	tags=49%, list=21%, signal=60%	
GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_DN	GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_DN	Details ...	30	-0.6015485	-2.061019	0.0	0.042654227	0.2	203	tags=50%, list=11%, signal=55%	
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP	GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP	Details ...	29	-0.58623403	-2.039179	0.0	0.062320616	0.32	547	tags=55%, list=30%, signal=77%	
GSE7348_LPS_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN	GSE7348_LPS_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN	Details ...	31	-0.57189083	-2.0382237	0.0	0.055396102	0.32	514	tags=48%, list=28%, signal=66%	
GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_UP	GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_UP	Details ...	29	-0.59916896	-2.0297186	0.0	0.062193394	0.39	473	tags=62%, list=26%, signal=82%	
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_UP	GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_UP	Details ...	33	-0.61741424	-2.0121539	0.0	0.06675883	0.44	372	tags=58%, list=20%, signal=71%	
GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_DN	GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_DN	Details ...	34	-0.5676991	-2.0118635	0.0	0.06210206	0.45	323	tags=44%, list=18%, signal=53%	
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN	GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN	Details ...	31	-0.6951046	-2.0072205	0.0	0.06199215	0.48	219	tags=58%, list=12%, signal=65%	
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_DN	GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_DN	Details ...	32	-0.57205206	-2.0012705	0.0	0.06004403	0.49	405	tags=53%, list=22%, signal=67%	
