NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE27786_CD4_TCELL_VS_NKTCELL_DN	GSE27786_CD4_TCELL_VS_NKTCELL_DN	Details ...	34	0.65894115	2.3284883	0.0	0.0	0.0	129	tags=41%, list=7%, signal=43%	
GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_DN	GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_DN	Details ...	48	0.6030894	2.2230299	0.0	0.007487004	0.02	244	tags=40%, list=13%, signal=44%	
GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_UP	GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_UP	Details ...	21	0.69328064	2.2192762	0.0	0.0049913363	0.02	249	tags=52%, list=14%, signal=60%	
NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN	NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN	Details ...	30	0.6535864	2.1767342	0.0	0.011739535	0.05	112	tags=40%, list=6%, signal=42%	
GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_UP	GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_UP	Details ...	67	0.54193985	2.090548	0.0	0.043576617	0.22	261	tags=39%, list=14%, signal=44%	
GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_DN	GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_DN	Details ...	38	0.58144206	2.0601165	0.0	0.05728661	0.29	217	tags=39%, list=12%, signal=44%	
GSE24726_WT_VS_E2_2_KO_PDC_DAY6_POST_DELETION_DN	GSE24726_WT_VS_E2_2_KO_PDC_DAY6_POST_DELETION_DN	Details ...	54	0.5159932	2.0488148	0.0	0.052367285	0.31	99	tags=22%, list=5%, signal=23%	
GSE21033_3H_VS_12H_POLYIC_STIM_DC_UP	GSE21033_3H_VS_12H_POLYIC_STIM_DC_UP	Details ...	33	0.52406687	2.0473516	0.0	0.04741698	0.32	110	tags=27%, list=6%, signal=28%	
GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_DN	GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_DN	Details ...	17	0.67432296	2.0267715	0.0	0.05520536	0.39	300	tags=53%, list=16%, signal=63%	
GSE24726_WT_VS_E2_2_KO_PDC_UP	GSE24726_WT_VS_E2_2_KO_PDC_UP	Details ...	32	0.57254606	2.0186687	0.0	0.055688903	0.42	140	tags=28%, list=8%, signal=30%	
GSE17301_CTRL_VS_48H_IFNA2_STIM_CD8_TCELL_DN	GSE17301_CTRL_VS_48H_IFNA2_STIM_CD8_TCELL_DN	Details ...	27	0.5761862	2.0158913	0.0	0.052941486	0.43	173	tags=33%, list=9%, signal=36%	
GSE17721_CTRL_VS_LPS_0.5H_BMDC_DN	GSE17721_CTRL_VS_LPS_0.5H_BMDC_DN	Details ...	26	0.58025503	2.0013552	0.0	0.058388498	0.48	211	tags=35%, list=11%, signal=39%	
GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN	GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN	Details ...	28	0.56992745	1.9929084	0.0	0.058947045	0.5	226	tags=39%, list=12%, signal=44%	
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_UP	GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_UP	Details ...	16	0.67619884	1.9918524	0.0	0.05473654	0.5	351	tags=69%, list=19%, signal=84%	
GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN	GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN	Details ...	51	0.5640276	1.986059	0.0	0.0542322	0.52	261	tags=43%, list=14%, signal=49%	
GSE11057_CD4_EFF_MEM_VS_PBMC_DN	GSE11057_CD4_EFF_MEM_VS_PBMC_DN	Details ...	28	0.5510578	1.9799597	0.0	0.053092334	0.53	213	tags=29%, list=12%, signal=32%	
GSE3982_EOSINOPHIL_VS_BASOPHIL_DN	GSE3982_EOSINOPHIL_VS_BASOPHIL_DN	Details ...	33	0.5198005	1.9643935	0.018867925	0.060187258	0.57	105	tags=21%, list=6%, signal=22%	
GSE7764_NKCELL_VS_SPLENOCYTE_UP	GSE7764_NKCELL_VS_SPLENOCYTE_UP	Details ...	63	0.52371526	1.9599099	0.0	0.0596511	0.58	202	tags=40%, list=11%, signal=43%	
GSE21063_WT_VS_NFATC1_KO_BCELL_UP	GSE21063_WT_VS_NFATC1_KO_BCELL_UP	Details ...	45	0.48977956	1.9550253	0.0	0.059310924	0.59	234	tags=36%, list=13%, signal=40%	
GSE20715_0H_VS_24H_OZONE_LUNG_UP	GSE20715_0H_VS_24H_OZONE_LUNG_UP	Details ...	50	0.509493	1.9445696	0.0	0.06583187	0.61	160	tags=34%, list=9%, signal=36%	
GSE14000_TRANSLATED_RNA_VS_MRNA_DC_DN	GSE14000_TRANSLATED_RNA_VS_MRNA_DC_DN		17	0.7833184	1.9025335	0.0	0.10328866	0.8	159	tags=53%, list=9%, signal=57%	
GSE3982_BCELL_VS_BASOPHIL_DN	GSE3982_BCELL_VS_BASOPHIL_DN		35	0.55584097	1.8987358	0.0	0.10309806	0.82	176	tags=31%, list=10%, signal=34%	
GSE20715_0H_VS_48H_OZONE_LUNG_UP	GSE20715_0H_VS_48H_OZONE_LUNG_UP		34	0.49362388	1.8909702	0.0	0.10681519	0.83	226	tags=35%, list=12%, signal=39%	
GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN	GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN		20	0.6032923	1.886765	0.0	0.107658945	0.85	312	tags=45%, list=17%, signal=54%	
GSE27786_CD4_TCELL_VS_NKCELL_DN	GSE27786_CD4_TCELL_VS_NKCELL_DN		36	0.5081005	1.8694943	0.0	0.124339245	0.87	232	tags=36%, list=13%, signal=41%	
GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_DN	GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_DN		38	0.52617913	1.8690742	0.0	0.11955696	0.87	201	tags=37%, list=11%, signal=41%	
GSE36078_WT_VS_IL1R_KO_LUNG_DC_DN	GSE36078_WT_VS_IL1R_KO_LUNG_DC_DN		51	0.5398332	1.867963	0.0	0.11718547	0.88	239	tags=45%, list=13%, signal=50%	
GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_DN	GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_DN		77	0.48569366	1.8654456	0.0	0.114447124	0.88	224	tags=40%, list=12%, signal=44%	
GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP	GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP		36	0.50448143	1.8603196	0.0	0.114756905	0.89	96	tags=25%, list=5%, signal=26%	
GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_UP	GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_UP		37	0.51430887	1.859464	0.0	0.11135229	0.89	64	tags=24%, list=3%, signal=25%	
GSE27786_BCELL_VS_NKTCELL_DN	GSE27786_BCELL_VS_NKTCELL_DN		32	0.5509036	1.8544568	0.0	0.11252238	0.9	177	tags=34%, list=10%, signal=37%	
GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_DN	GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_DN		26	0.51776075	1.8364209	0.0	0.1290206	0.92	30	tags=15%, list=2%, signal=15%	
GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP	GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP		33	0.44775912	1.8300266	0.0	0.13435613	0.93	194	tags=24%, list=11%, signal=27%	
GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_DN	GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_DN		69	0.40716237	1.8278593	0.0	0.13524495	0.93	311	tags=38%, list=17%, signal=44%	
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN	GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN		24	0.52283233	1.8199828	0.0	0.142458	0.95	76	tags=25%, list=4%, signal=26%	
GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP	GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP		41	0.48892182	1.8091028	0.022727273	0.15668924	0.96	174	tags=29%, list=9%, signal=32%	
GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN	GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN		23	0.5608536	1.804525	0.023255814	0.16085196	0.96	76	tags=26%, list=4%, signal=27%	
GSE23502_BM_VS_COLON_TUMOR_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_UP	GSE23502_BM_VS_COLON_TUMOR_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_UP		15	0.63536215	1.7929921	0.022727273	0.17480192	0.97	88	tags=20%, list=5%, signal=21%	
