NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ZNF436_TARGET_GENES	ZNF436_TARGET_GENES	Details ...	37	0.4238431	1.5891552	0.0	0.4432634	0.57	219	tags=24%, list=12%, signal=27%	
ZNF33A_TARGET_GENES	ZNF33A_TARGET_GENES	Details ...	27	0.42073423	1.485274	0.04761905	0.54461825	0.78	142	tags=19%, list=8%, signal=20%	
ZMYM2_TARGET_GENES	ZMYM2_TARGET_GENES	Details ...	19	0.4980282	1.4429319	0.069767445	0.5270856	0.88	117	tags=16%, list=6%, signal=17%	
ZNF584_TARGET_GENES	ZNF584_TARGET_GENES	Details ...	21	0.44344592	1.3931762	0.07317073	0.59545124	0.95	133	tags=19%, list=7%, signal=20%	
ZNF92_TARGET_GENES	ZNF92_TARGET_GENES	Details ...	122	0.2940567	1.3495966	0.02631579	0.6627976	0.97	245	tags=20%, list=13%, signal=21%	
ISL1_TARGET_GENES	ISL1_TARGET_GENES	Details ...	78	0.29214326	1.3480188	0.04761905	0.5601174	0.98	201	tags=21%, list=11%, signal=22%	
ELF5_TARGET_GENES	ELF5_TARGET_GENES	Details ...	41	0.33769256	1.2995411	0.17021276	0.6701167	1.0	67	tags=15%, list=4%, signal=15%	
ZNF394_TARGET_GENES	ZNF394_TARGET_GENES	Details ...	41	0.33816433	1.2923445	0.06382979	0.61381435	1.0	237	tags=22%, list=13%, signal=25%	
ZNF512_TARGET_GENES	ZNF512_TARGET_GENES	Details ...	40	0.35080135	1.289403	0.1521739	0.5591294	1.0	135	tags=23%, list=7%, signal=24%	
ZSCAN4_TARGET_GENES	ZSCAN4_TARGET_GENES	Details ...	106	0.26018056	1.2436516	0.05882353	0.672	1.0	187	tags=18%, list=10%, signal=19%	
PHF21A_TARGET_GENES	PHF21A_TARGET_GENES	Details ...	31	0.33256668	1.2336136	0.1521739	0.6570972	1.0	92	tags=13%, list=5%, signal=13%	
BCL6B_TARGET_GENES	BCL6B_TARGET_GENES	Details ...	20	0.3947432	1.2234741	0.13043478	0.6393945	1.0	46	tags=15%, list=3%, signal=15%	
NFKBIA_TARGET_GENES	NFKBIA_TARGET_GENES	Details ...	86	0.26732624	1.2086383	0.15384616	0.6485419	1.0	258	tags=20%, list=14%, signal=22%	
MIER1_TARGET_GENES	MIER1_TARGET_GENES	Details ...	29	0.33770674	1.1626823	0.24444444	0.7956266	1.0	71	tags=10%, list=4%, signal=11%	
ZNF282_TARGET_GENES	ZNF282_TARGET_GENES	Details ...	132	0.24824452	1.1319561	0.29411766	0.8838179	1.0	172	tags=12%, list=9%, signal=12%	
MAML1_TARGET_GENES	MAML1_TARGET_GENES	Details ...	47	0.30627507	1.1241158	0.31111112	0.8672953	1.0	226	tags=30%, list=12%, signal=33%	
ZSCAN5C_TARGET_GENES	ZSCAN5C_TARGET_GENES	Details ...	16	0.36363727	1.1221737	0.29545453	0.8247597	1.0	286	tags=38%, list=16%, signal=44%	
