NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
METHYLCYTOSINE_DIOXYGENASE_TET_UNIPROT_A0A023HHK9_UNREVIEWED_TARGET_GENES	177		Rejected!	
IGLV5_37_TARGET_GENES	636	67		
BDP1_TARGET_GENES	918	98		
ZSCAN5C_TARGET_GENES	147	16		
SMCHD1_TARGET_GENES	72		Rejected!	
ZSCAN5B_TARGET_GENES	84		Rejected!	
AHRR_TARGET_GENES	1376	153		
OVOL3_TARGET_GENES	508	46		
FOXE1_TARGET_GENES	728	92		
FOXN3_TARGET_GENES	1502	135		
KMT2D_TARGET_GENES	796	79		
ZNF197_TARGET_GENES	655	61		
PRMT5_TARGET_GENES	102		Rejected!	
TERT_TARGET_GENES	127	16		
ZNF213_TARGET_GENES	595	73		
XPO1_TARGET_GENES	29		Rejected!	
SETD1A_TARGET_GENES	1428	114		
ZBTB5_TARGET_GENES	182	22		
TBX3_TARGET_GENES	351	33		
ZBTB7B_TARGET_GENES	1935	210		
TP73_TARGET_GENES	875	98		
FOXP2_TARGET_GENES	1931	241		
NKX2_8_TARGET_GENES	41		Rejected!	
MAFG_TARGET_GENES	1893	175		
PER1_TARGET_GENES	33		Rejected!	
ZBTB24_TARGET_GENES	1595	158		
HOXC11_TARGET_GENES	54		Rejected!	
HOXA2_TARGET_GENES	1586	167		
TBX1_TARGET_GENES	188	18		
CBFA2T2_TARGET_GENES	1694	184		
LAMTOR5_TARGET_GENES	5		Rejected!	
CREB3_TARGET_GENES	404	34		
SOX15_TARGET_GENES	5		Rejected!	
ZNF292_TARGET_GENES	24		Rejected!	
SYNCRIP_TARGET_GENES	21		Rejected!	
CREBL2_TARGET_GENES	11		Rejected!	
FOXD2_TARGET_GENES	1253	122		
LMX1B_TARGET_GENES	30		Rejected!	
ZNF354A_TARGET_GENES	31		Rejected!	
ZNF623_TARGET_GENES	95		Rejected!	
ZBED4_TARGET_GENES	171	15		
PHF2_TARGET_GENES	1485	192		
ZC3H11A_TARGET_GENES	593	39		
NR1I2_TARGET_GENES	342	41		
PSIP1_TARGET_GENES	63		Rejected!	
FOXH1_TARGET_GENES	924	97		
GCM2_TARGET_GENES	1980	225		
WDHD1_TARGET_GENES	203		Rejected!	
KLF7_TARGET_GENES	925	108		
TOX4_TARGET_GENES	191	17		
NKX2_2_TARGET_GENES	1319	144		
ZNF202_TARGET_GENES	82		Rejected!	
PGM3_TARGET_GENES	269	35		
SVIL_TARGET_GENES	22		Rejected!	
WIZ_TARGET_GENES	19		Rejected!	
SNAI1_TARGET_GENES	509	48		
CBX7_TARGET_GENES	962	96		
PTTG1_TARGET_GENES	80		Rejected!	
HAND1_TARGET_GENES	481	53		
EGFR_TARGET_GENES	8		Rejected!	
F10_TARGET_GENES	277	35		
HBZ_TARGET_GENES	778	99		
NPM1_TARGET_GENES	356	43		
GLI1_TARGET_GENES	617	59		
SNRNP70_TARGET_GENES	1009	109		
HMGB1_TARGET_GENES	1523	179		
HOXB7_TARGET_GENES	27		Rejected!	
HOXC6_TARGET_GENES	1197	137		
ZSCAN5DP_TARGET_GENES	1363	132		
GLI3_TARGET_GENES	742	81		
GLI4_TARGET_GENES	855	86		
MYBL1_TARGET_GENES	200	22		
RARB_TARGET_GENES	7		Rejected!	
THRA_TARGET_GENES	110		Rejected!	
MTHFD1_TARGET_GENES	12		Rejected!	
SKIL_TARGET_GENES	1946	230		
ZNF250_TARGET_GENES	505	43		
RAG1_TARGET_GENES	1046	169		
YBX3_TARGET_GENES	54		Rejected!	
ZNF708_TARGET_GENES	96		Rejected!	
ZNF16_TARGET_GENES	77		Rejected!	
ZNF19_TARGET_GENES	13		Rejected!	
ZNF20_TARGET_GENES	6		Rejected!	
ZNF22_TARGET_GENES	1190	107		
ZNF23_TARGET_GENES	16		Rejected!	
ZNF26_TARGET_GENES	29		Rejected!	
ZNF37A_TARGET_GENES	156	18		
ZNF30_TARGET_GENES	1540	149		
HMGA1_TARGET_GENES	1224	128		
ZNF7_TARGET_GENES	903	99		
ZNF8_TARGET_GENES	1048	98		
HOXB4_TARGET_GENES	1174	114		
