NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HOXB6_TARGET_GENES	HOXB6_TARGET_GENES	Details ...	71	-0.47828138	-1.920689	0.0	0.06200802	0.05	504	tags=44%, list=27%, signal=58%	
BARX1_TARGET_GENES	BARX1_TARGET_GENES	Details ...	126	-0.4435959	-1.9137214	0.0	0.03100401	0.05	349	tags=37%, list=19%, signal=42%	
HSD17B8_TARGET_GENES	HSD17B8_TARGET_GENES	Details ...	90	-0.5327992	-1.8600117	0.0	0.048237626	0.12	372	tags=47%, list=20%, signal=56%	
GUCY1B1_TARGET_GENES	GUCY1B1_TARGET_GENES	Details ...	61	-0.4509546	-1.858999	0.017857144	0.036178216	0.12	275	tags=28%, list=15%, signal=32%	
GLI4_TARGET_GENES	GLI4_TARGET_GENES	Details ...	86	-0.4246108	-1.8242755	0.0	0.04284888	0.16	417	tags=30%, list=23%, signal=37%	
ZNF350_TARGET_GENES	ZNF350_TARGET_GENES	Details ...	155	-0.40034124	-1.8177155	0.0	0.037524283	0.17	455	tags=37%, list=25%, signal=46%	
HOXB4_TARGET_GENES	HOXB4_TARGET_GENES	Details ...	114	-0.41229874	-1.7872403	0.0	0.04001483	0.2	675	tags=50%, list=37%, signal=74%	
ZNF318_TARGET_GENES	ZNF318_TARGET_GENES	Details ...	75	-0.45792866	-1.7556399	0.0	0.049166635	0.25	326	tags=33%, list=18%, signal=39%	
ZC3H11A_TARGET_GENES	ZC3H11A_TARGET_GENES	Details ...	39	-0.48584855	-1.7546339	0.0	0.043703675	0.25	568	tags=46%, list=31%, signal=65%	
COBLL1_TARGET_GENES	COBLL1_TARGET_GENES	Details ...	15	-0.6072798	-1.7387006	0.01923077	0.04444125	0.26	294	tags=47%, list=16%, signal=55%	
CASP8AP2_TARGET_GENES	CASP8AP2_TARGET_GENES	Details ...	32	-0.48608723	-1.7208831	0.0	0.047643397	0.3	397	tags=38%, list=22%, signal=47%	
SNIP1_TARGET_GENES	SNIP1_TARGET_GENES	Details ...	64	-0.40867686	-1.7157916	0.0	0.04612098	0.32	273	tags=27%, list=15%, signal=30%	
ASH1L_TARGET_GENES	ASH1L_TARGET_GENES	Details ...	164	-0.37749687	-1.7065389	0.0	0.04786051	0.36	301	tags=27%, list=16%, signal=29%	
GTF2A2_TARGET_GENES	GTF2A2_TARGET_GENES	Details ...	92	-0.4026772	-1.7017187	0.0	0.046937943	0.36	316	tags=35%, list=17%, signal=40%	
PRKDC_TARGET_GENES	PRKDC_TARGET_GENES	Details ...	92	-0.41706237	-1.6936039	0.0	0.04843812	0.4	435	tags=34%, list=24%, signal=42%	
HES4_TARGET_GENES	HES4_TARGET_GENES	Details ...	55	-0.4362257	-1.6888005	0.0	0.047536593	0.41	349	tags=36%, list=19%, signal=44%	
FOXD2_TARGET_GENES	FOXD2_TARGET_GENES	Details ...	122	-0.37145168	-1.6436158	0.0	0.069009066	0.54	375	tags=32%, list=20%, signal=37%	
DNMT3A_TARGET_GENES	DNMT3A_TARGET_GENES	Details ...	67	-0.41762903	-1.6412935	0.0	0.06517522	0.54	369	tags=34%, list=20%, signal=41%	
NFRKB_TARGET_GENES	NFRKB_TARGET_GENES	Details ...	199	-0.34294394	-1.6388719	0.0	0.06224564	0.54	397	tags=30%, list=22%, signal=34%	
PRDM4_TARGET_GENES	PRDM4_TARGET_GENES	Details ...	59	-0.41295692	-1.6270522	0.0	0.07042022	0.63	320	tags=31%, list=17%, signal=36%	
HOXA1_TARGET_GENES	HOXA1_TARGET_GENES		101	-0.3789914	-1.6130053	0.0	0.07577299	0.67	586	tags=45%, list=32%, signal=62%	
KAT5_TARGET_GENES	KAT5_TARGET_GENES		106	-0.35313132	-1.603435	0.0	0.083922274	0.71	390	tags=30%, list=21%, signal=36%	
FOXE1_TARGET_GENES	FOXE1_TARGET_GENES		92	-0.38486272	-1.5922508	0.0	0.088495694	0.74	173	tags=24%, list=9%, signal=25%	
MYBL1_TARGET_GENES	MYBL1_TARGET_GENES		22	-0.5087456	-1.5844194	0.0	0.09244375	0.76	155	tags=27%, list=8%, signal=29%	
MZF1_TARGET_GENES	MZF1_TARGET_GENES		179	-0.33639503	-1.5820961	0.0	0.090713456	0.76	356	tags=26%, list=19%, signal=29%	
ZSCAN5DP_TARGET_GENES	ZSCAN5DP_TARGET_GENES		132	-0.359765	-1.5817887	0.01724138	0.087224476	0.76	390	tags=30%, list=21%, signal=35%	
BARX2_TARGET_GENES	BARX2_TARGET_GENES		169	-0.35732132	-1.5784599	0.017857144	0.08601135	0.77	492	tags=35%, list=27%, signal=43%	
HMBOX1_TARGET_GENES	HMBOX1_TARGET_GENES		135	-0.3548004	-1.5731392	0.0	0.08666267	0.79	483	tags=36%, list=26%, signal=45%	
CREB3L4_TARGET_GENES	CREB3L4_TARGET_GENES		178	-0.34006166	-1.5705154	0.0	0.084499374	0.79	416	tags=28%, list=23%, signal=32%	
CEBPZ_TARGET_GENES	CEBPZ_TARGET_GENES		132	-0.35099584	-1.5592645	0.016129032	0.09029876	0.81	392	tags=28%, list=21%, signal=33%	
SRSF9_TARGET_GENES	SRSF9_TARGET_GENES		97	-0.3785325	-1.5527619	0.0	0.094624385	0.83	651	tags=44%, list=35%, signal=65%	
AEBP2_TARGET_GENES	AEBP2_TARGET_GENES		122	-0.3724977	-1.548254	0.014705882	0.09672681	0.84	344	tags=25%, list=19%, signal=29%	
HOXA10_TARGET_GENES	HOXA10_TARGET_GENES		37	-0.4531676	-1.5476395	0.03125	0.09472317	0.85	335	tags=30%, list=18%, signal=36%	
GTF2E2_TARGET_GENES	GTF2E2_TARGET_GENES		58	-0.39717007	-1.5466415	0.0	0.093582265	0.85	427	tags=40%, list=23%, signal=50%	
ZNF581_TARGET_GENES	ZNF581_TARGET_GENES		35	-0.4319461	-1.536778	0.029850746	0.102737255	0.89	207	tags=20%, list=11%, signal=22%	
ZNF391_TARGET_GENES	ZNF391_TARGET_GENES		120	-0.3441701	-1.5310562	0.03508772	0.10389037	0.89	658	tags=43%, list=36%, signal=62%	
RORA_TARGET_GENES	RORA_TARGET_GENES		21	-0.48834392	-1.5303105	0.03448276	0.10173783	0.89	633	tags=48%, list=34%, signal=72%	
SUPT20H_TARGET_GENES	SUPT20H_TARGET_GENES		110	-0.35193497	-1.5242726	0.016129032	0.103133224	0.89	397	tags=27%, list=22%, signal=33%	
CC2D1A_TARGET_GENES	CC2D1A_TARGET_GENES		134	-0.34840125	-1.5236918	0.0	0.10073271	0.89	437	tags=33%, list=24%, signal=40%	
DBP_TARGET_GENES	DBP_TARGET_GENES		82	-0.35495377	-1.5024743	0.0	0.114760615	0.91	255	tags=23%, list=14%, signal=26%	
TEAD2_TARGET_GENES	TEAD2_TARGET_GENES		158	-0.31477332	-1.4893918	0.015625	0.12592131	0.93	363	tags=25%, list=20%, signal=29%	
