NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS	REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS	Details ...	16	0.65253127	1.9941286	0.0	0.04563738	0.07	172	tags=31%, list=9%, signal=34%	
REACTOME_ONCOGENIC_MAPK_SIGNALING	REACTOME_ONCOGENIC_MAPK_SIGNALING	Details ...	18	0.6065465	1.9050845	0.019607844	0.05527814	0.16	199	tags=33%, list=11%, signal=37%	
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	Details ...	24	0.5336783	1.6866311	0.022222223	0.28898406	0.47	197	tags=42%, list=11%, signal=46%	
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	Details ...	15	0.61647564	1.6516962	0.04255319	0.29885334	0.59	197	tags=53%, list=11%, signal=59%	
REACTOME_SENSORY_PROCESSING_OF_SOUND	REACTOME_SENSORY_PROCESSING_OF_SOUND	Details ...	16	0.5052663	1.5808105	0.02173913	0.36379257	0.69	132	tags=25%, list=7%, signal=27%	
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	Details ...	17	0.5328334	1.5789676	0.08163265	0.3076393	0.71	88	tags=29%, list=5%, signal=31%	
REACTOME_RAC3_GTPASE_CYCLE	REACTOME_RAC3_GTPASE_CYCLE	Details ...	16	0.5022544	1.5718948	0.0	0.270894	0.72	192	tags=31%, list=10%, signal=35%	
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	Details ...	30	0.4187762	1.5024512	0.020408163	0.3352777	0.87	194	tags=33%, list=11%, signal=37%	
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	Details ...	15	0.5105419	1.4915943	0.054545455	0.31824803	0.87	151	tags=40%, list=8%, signal=43%	
REACTOME_GPCR_LIGAND_BINDING	REACTOME_GPCR_LIGAND_BINDING	Details ...	32	0.43819636	1.465774	0.1	0.32485077	0.89	197	tags=34%, list=11%, signal=38%	
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	Details ...	15	0.54758096	1.4427075	0.06122449	0.32825324	0.91	131	tags=47%, list=7%, signal=50%	
REACTOME_CELL_CELL_COMMUNICATION	REACTOME_CELL_CELL_COMMUNICATION	Details ...	23	0.4492453	1.412337	0.08510638	0.34793204	0.93	154	tags=26%, list=8%, signal=28%	
REACTOME_METABOLISM_OF_CARBOHYDRATES	REACTOME_METABOLISM_OF_CARBOHYDRATES	Details ...	18	0.4728986	1.4120715	0.08108108	0.3215286	0.93	74	tags=11%, list=4%, signal=11%	
REACTOME_LEISHMANIA_INFECTION	REACTOME_LEISHMANIA_INFECTION	Details ...	36	0.38866827	1.3795707	0.06818182	0.3417683	0.97	131	tags=25%, list=7%, signal=26%	
REACTOME_SIGNALING_BY_NTRKS	REACTOME_SIGNALING_BY_NTRKS	Details ...	28	0.41090623	1.3759482	0.13636364	0.32370666	0.97	221	tags=25%, list=12%, signal=28%	
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	Details ...	69	0.33018047	1.3639902	0.0	0.3187877	0.99	221	tags=23%, list=12%, signal=25%	
REACTOME_SIGNALING_BY_VEGF	REACTOME_SIGNALING_BY_VEGF	Details ...	19	0.45366034	1.3633146	0.13725491	0.30127266	0.99	172	tags=32%, list=9%, signal=34%	
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	Details ...	20	0.42932895	1.3277237	0.15384616	0.33600333	1.0	92	tags=25%, list=5%, signal=26%	
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	Details ...	35	0.39821148	1.3228794	0.1590909	0.32289806	1.0	186	tags=26%, list=10%, signal=28%	
