NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_MITOTIC_PROMETAPHASE	REACTOME_MITOTIC_PROMETAPHASE	Details ...	45	-0.6968872	-2.2306533	0.0	0.0	0.0	217	tags=47%, list=12%, signal=52%	
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	Details ...	27	-0.7059114	-2.2097824	0.0	0.0	0.0	215	tags=44%, list=12%, signal=50%	
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	Details ...	23	-0.73435193	-2.168188	0.0	0.0	0.0	204	tags=43%, list=11%, signal=48%	
REACTOME_CELL_CYCLE_MITOTIC	REACTOME_CELL_CYCLE_MITOTIC	Details ...	89	-0.60274345	-2.158723	0.0	0.0	0.0	396	tags=51%, list=22%, signal=61%	
REACTOME_M_PHASE	REACTOME_M_PHASE	Details ...	60	-0.63926244	-2.150164	0.0	0.0	0.0	396	tags=53%, list=22%, signal=66%	
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	Details ...	15	-0.8018819	-2.1435692	0.0	0.0	0.0	223	tags=73%, list=12%, signal=83%	
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	Details ...	20	-0.7135273	-2.1289444	0.0	0.0	0.0	204	tags=45%, list=11%, signal=50%	
REACTOME_MITOTIC_G2_G2_M_PHASES	REACTOME_MITOTIC_G2_G2_M_PHASES	Details ...	38	-0.63335466	-2.1217854	0.0	0.0	0.0	223	tags=39%, list=12%, signal=44%	
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	Details ...	35	-0.7101517	-2.1047819	0.0	0.0	0.0	225	tags=54%, list=12%, signal=61%	
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	Details ...	31	-0.69070375	-2.1042855	0.0	0.0	0.0	274	tags=55%, list=15%, signal=63%	
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	Details ...	23	-0.7097093	-2.0954673	0.0	0.0	0.0	204	tags=43%, list=11%, signal=48%	
REACTOME_AURKA_ACTIVATION_BY_TPX2	REACTOME_AURKA_ACTIVATION_BY_TPX2	Details ...	20	-0.7234022	-2.0798275	0.0	0.0	0.0	204	tags=45%, list=11%, signal=50%	
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	Details ...	27	-0.7386577	-2.065633	0.0	0.0	0.0	274	tags=59%, list=15%, signal=69%	
REACTOME_CELL_CYCLE	REACTOME_CELL_CYCLE	Details ...	109	-0.5586475	-2.0630531	0.0	0.0	0.0	396	tags=45%, list=22%, signal=54%	
REACTOME_CILIUM_ASSEMBLY	REACTOME_CILIUM_ASSEMBLY	Details ...	42	-0.5945611	-2.0238316	0.0	0.0	0.0	215	tags=31%, list=12%, signal=34%	
REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_CELL_CYCLE_CHECKPOINTS	Details ...	38	-0.64400655	-1.9736584	0.0	0.0021249673	0.02	275	tags=50%, list=15%, signal=58%	
