NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	Details ...	32	-0.72012675	-2.2632577	0.0	0.020992437	0.02	323	tags=56%, list=18%, signal=67%	
GOBP_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING	GOBP_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING	Details ...	27	-0.7059114	-2.2193637	0.0	0.015470742	0.03	215	tags=44%, list=12%, signal=50%	
GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	Details ...	41	-0.66501766	-2.1986344	0.0	0.020489687	0.04	323	tags=49%, list=18%, signal=58%	
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	Details ...	25	-0.7215522	-2.1546712	0.019607844	0.020679887	0.06	323	tags=60%, list=18%, signal=72%	
GOBP_VIRAL_GENOME_REPLICATION	GOBP_VIRAL_GENOME_REPLICATION	Details ...	35	-0.6291978	-2.0783205	0.018867925	0.033274982	0.09	369	tags=54%, list=20%, signal=67%	
GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	Details ...	35	-0.6277018	-2.0340748	0.0	0.043392204	0.12	223	tags=43%, list=12%, signal=48%	
GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	Details ...	126	-0.46904808	-1.9684095	0.0	0.062044118	0.2	427	tags=40%, list=23%, signal=49%	
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	Details ...	73	-0.50433016	-1.968275	0.0	0.0542886	0.2	391	tags=42%, list=21%, signal=52%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Details ...	15	-0.6786901	-1.967584	0.0	0.04949269	0.2	389	tags=67%, list=21%, signal=84%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	Details ...	15	-0.6786901	-1.967584	0.0	0.04454342	0.2	389	tags=67%, list=21%, signal=84%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	Details ...	18	-0.7200173	-1.9633826	0.017857144	0.042218562	0.21	308	tags=61%, list=17%, signal=73%	
GOBP_ENDOTHELIAL_CELL_PROLIFERATION	GOBP_ENDOTHELIAL_CELL_PROLIFERATION	Details ...	16	-0.6591693	-1.9554299	0.0	0.04327995	0.25	359	tags=56%, list=20%, signal=69%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	Details ...	25	-0.6846323	-1.9486954	0.02	0.042329438	0.27	308	tags=52%, list=17%, signal=62%	
GOBP_VIRAL_LIFE_CYCLE	GOBP_VIRAL_LIFE_CYCLE	Details ...	71	-0.5108312	-1.9306208	0.016393442	0.050283853	0.34	369	tags=41%, list=20%, signal=49%	
