NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_PLATELET_ACTIVATION	GOBP_PLATELET_ACTIVATION	Details ...	28	0.647419	2.2145503	0.0	0.025284702	0.02	150	tags=43%, list=8%, signal=46%	
GOBP_COAGULATION	GOBP_COAGULATION	Details ...	41	0.5515412	2.0631692	0.018181818	0.049285877	0.08	99	tags=29%, list=5%, signal=30%	
GOBP_CYTOSOLIC_CALCIUM_ION_TRANSPORT	GOBP_CYTOSOLIC_CALCIUM_ION_TRANSPORT	Details ...	21	0.59369403	2.0317402	0.0	0.04196294	0.11	67	tags=29%, list=4%, signal=29%	
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	Details ...	15	0.6657872	2.0075026	0.0	0.04435834	0.14	67	tags=40%, list=4%, signal=41%	
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	Details ...	27	0.5841654	2.0008345	0.0	0.039307494	0.15	60	tags=19%, list=3%, signal=19%	
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	Details ...	33	0.5615242	1.9963276	0.0	0.032756247	0.15	133	tags=36%, list=7%, signal=38%	
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	Details ...	30	0.5566963	1.9672133	0.0	0.037365567	0.2	133	tags=37%, list=7%, signal=39%	
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	Details ...	19	0.6187657	1.9528054	0.0	0.04005186	0.22	67	tags=32%, list=4%, signal=32%	
GOBP_PHAGOCYTOSIS	GOBP_PHAGOCYTOSIS	Details ...	48	0.49969319	1.9411703	0.0	0.03996252	0.25	226	tags=42%, list=12%, signal=46%	
GOBP_HOMOTYPIC_CELL_CELL_ADHESION	GOBP_HOMOTYPIC_CELL_CELL_ADHESION	Details ...	17	0.6878559	1.9341464	0.0	0.03663399	0.25	67	tags=47%, list=4%, signal=48%	
GOBP_REGULATION_OF_BODY_FLUID_LEVELS	GOBP_REGULATION_OF_BODY_FLUID_LEVELS	Details ...	56	0.4799263	1.9153892	0.0	0.041466735	0.31	101	tags=25%, list=5%, signal=26%	
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	Details ...	42	0.49568772	1.8593817	0.0	0.0673219	0.48	200	tags=31%, list=11%, signal=34%	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	Details ...	15	0.6783897	1.8211884	0.0	0.09049575	0.62	41	tags=20%, list=2%, signal=20%	
GOBP_ACTIN_FILAMENT_ORGANIZATION	GOBP_ACTIN_FILAMENT_ORGANIZATION	Details ...	66	0.43256292	1.7985828	0.0	0.1027571	0.67	151	tags=29%, list=8%, signal=30%	
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	Details ...	15	0.65064347	1.7895293	0.02173913	0.10363853	0.72	275	tags=67%, list=15%, signal=78%	
