NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOMF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	GOMF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	Details ...	24	0.58650124	2.000517	0.0	0.024362471	0.04	316	tags=46%, list=17%, signal=55%	
GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING	GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING	Details ...	34	0.5143723	1.8521489	0.0	0.052636433	0.15	183	tags=35%, list=10%, signal=38%	
GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY	GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY	Details ...	17	0.5845736	1.7969675	0.0	0.05205361	0.2	70	tags=29%, list=4%, signal=30%	
GOMF_PHOSPHATASE_ACTIVITY	GOMF_PHOSPHATASE_ACTIVITY	Details ...	32	0.46723765	1.719163	0.0	0.06777149	0.3	372	tags=44%, list=20%, signal=54%	
GOMF_CALMODULIN_BINDING	GOMF_CALMODULIN_BINDING	Details ...	33	0.46486858	1.687035	0.0	0.06789968	0.35	188	tags=33%, list=10%, signal=36%	
GOMF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	GOMF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	Details ...	16	0.5734256	1.6699291	0.0	0.06203989	0.38	316	tags=50%, list=17%, signal=60%	
GOMF_ACTIN_FILAMENT_BINDING	GOMF_ACTIN_FILAMENT_BINDING	Details ...	35	0.44472766	1.6600674	0.0	0.05729751	0.41	174	tags=29%, list=9%, signal=31%	
GOMF_ACTIN_BINDING	GOMF_ACTIN_BINDING	Details ...	65	0.4235116	1.6262329	0.02173913	0.06483343	0.46	174	tags=25%, list=9%, signal=26%	
GOMF_IMMUNE_RECEPTOR_ACTIVITY	GOMF_IMMUNE_RECEPTOR_ACTIVITY	Details ...	26	0.4739599	1.6075144	0.04	0.06425462	0.5	213	tags=42%, list=12%, signal=47%	
GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING	GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING	Details ...	26	0.44880143	1.5504203	0.018181818	0.08460319	0.67	133	tags=19%, list=7%, signal=20%	
GOMF_CYTOKINE_RECEPTOR_BINDING	GOMF_CYTOKINE_RECEPTOR_BINDING	Details ...	32	0.4300682	1.548443	0.017857144	0.07901289	0.68	115	tags=22%, list=6%, signal=23%	
GOMF_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY	GOMF_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY	Details ...	45	0.3764339	1.4741831	0.0	0.13390033	0.8	200	tags=22%, list=11%, signal=24%	
GOMF_CYTOKINE_RECEPTOR_ACTIVITY	GOMF_CYTOKINE_RECEPTOR_ACTIVITY	Details ...	20	0.4355758	1.3786033	0.0754717	0.2339084	0.92	203	tags=40%, list=11%, signal=44%	
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS	GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS	Details ...	26	0.37306195	1.3319224	0.1521739	0.2836217	0.97	106	tags=15%, list=6%, signal=16%	
GOMF_LIPID_BINDING	GOMF_LIPID_BINDING	Details ...	99	0.30507547	1.3256366	0.07317073	0.27354896	0.97	210	tags=20%, list=11%, signal=22%	
GOMF_CYTOKINE_BINDING	GOMF_CYTOKINE_BINDING	Details ...	23	0.410927	1.2870822	0.14285715	0.30862668	0.97	154	tags=35%, list=8%, signal=37%	
GOMF_MOLECULAR_TRANSDUCER_ACTIVITY	GOMF_MOLECULAR_TRANSDUCER_ACTIVITY	Details ...	110	0.28330645	1.2788346	0.11111111	0.30267796	0.98	239	tags=25%, list=13%, signal=28%	
GOMF_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING	GOMF_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING	Details ...	16	0.46728522	1.2784516	0.24528302	0.28683218	0.98	37	tags=19%, list=2%, signal=19%	
GOMF_CYTOSKELETAL_PROTEIN_BINDING	GOMF_CYTOSKELETAL_PROTEIN_BINDING	Details ...	145	0.2820589	1.2782182	0.10869565	0.27173576	0.98	250	tags=21%, list=14%, signal=23%	
GOMF_PROTEIN_KINASE_ACTIVITY	GOMF_PROTEIN_KINASE_ACTIVITY	Details ...	81	0.26738414	1.1663076	0.18604651	0.45075533	1.0	212	tags=17%, list=12%, signal=19%	
GOMF_KINASE_ACTIVITY	GOMF_KINASE_ACTIVITY		98	0.2525778	1.1462317	0.19512194	0.47055078	1.0	212	tags=17%, list=12%, signal=19%	
GOMF_PHOSPHATIDYLINOSITOL_BINDING	GOMF_PHOSPHATIDYLINOSITOL_BINDING		44	0.31595024	1.1428312	0.26	0.4541937	1.0	52	tags=9%, list=3%, signal=9%	
GOMF_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	GOMF_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING		17	0.3620619	1.1391819	0.30769232	0.44024873	1.0	206	tags=29%, list=11%, signal=33%	
GOMF_KINASE_BINDING	GOMF_KINASE_BINDING		126	0.2369108	1.1229688	0.2	0.4529356	1.0	233	tags=23%, list=13%, signal=25%	
GOMF_PHOSPHATASE_BINDING	GOMF_PHOSPHATASE_BINDING		28	0.3021525	1.0940344	0.27027026	0.48916095	1.0	29	tags=7%, list=2%, signal=7%	
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS	GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS		79	0.24031888	1.0814868	0.33333334	0.50185925	1.0	200	tags=15%, list=11%, signal=16%	
GOMF_PHOSPHOLIPID_BINDING	GOMF_PHOSPHOLIPID_BINDING		67	0.26822764	1.0654472	0.34042552	0.5133654	1.0	210	tags=16%, list=11%, signal=18%	
GOMF_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	GOMF_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY		30	0.2997841	1.0638125	0.3137255	0.5010783	1.0	230	tags=27%, list=13%, signal=30%	
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS		107	0.229689	1.0584503	0.30769232	0.4935888	1.0	212	tags=17%, list=12%, signal=18%	
GOMF_PEPTIDASE_REGULATOR_ACTIVITY	GOMF_PEPTIDASE_REGULATOR_ACTIVITY		23	0.28762898	0.94783944	0.5106383	0.73510116	1.0	176	tags=26%, list=10%, signal=28%	
